"","run_num","sync_fish","sync_dfly","asym_fish","asym_dfly","surv_fish","surv_dfly","biom_fish","biom_dfly","biom_tot","sp","id","meta","hatch_date","end_date","growth_time","growth_rate","max_size"
"798",10,"high","high","mild","none",37,36,247.95,239.2,487.15,"f","7",1,14,73,59,0.116949152542373,6.9
"799",10,"high","high","mild","none",37,36,247.95,239.2,487.15,"f","8",1,21,89,68,0.111764705882353,7.6
"800",10,"high","high","mild","none",37,36,247.95,239.2,487.15,"f","9",1,21,97,76,0.0875,6.65
"801",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"d","1",1,29,82,53,0.133962264150943,7.1
"802",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"d","10",0,49,129,80,0.0625,5
"803",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"d","11",1,50,164,114,0.0530701754385965,6.05
"804",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"d","12",1,35,110,75,0.0873333333333333,6.55
"805",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"d","13",1,33,81,48,0.132291666666667,6.35
"806",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"d","14",0,56,108,52,0.0778846153846154,4.05
"807",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"d","15",1,49,146,97,0.0644329896907216,6.25
"808",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"d","16",1,21,69,48,0.15625,7.5
"809",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"d","17",1,32,89,57,0.121052631578947,6.9
"810",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"d","18",1,23,72,49,0.152040816326531,7.45
"811",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"d","19",1,27,81,54,0.137037037037037,7.4
"812",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"d","2",1,41,122,81,0.0771604938271605,6.25
"813",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"d","20",1,44,133,89,0.0679775280898876,6.05
"814",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"d","21",1,22,74,52,0.135576923076923,7.05
"815",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"d","22",1,31,85,54,0.123148148148148,6.65
"816",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"d","23",1,43,133,90,0.0727777777777778,6.55
"817",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"d","24",1,44,130,86,0.0744186046511628,6.4
"818",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"d","25",1,34,89,55,0.124545454545455,6.85
"819",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"d","26",1,40,106,66,0.0992424242424242,6.55
"820",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"d","27",1,34,81,47,0.13936170212766,6.55
"821",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"d","28",1,47,158,111,0.0572072072072072,6.35
"822",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"d","29",1,34,96,62,0.110483870967742,6.85
"823",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"d","3",0,57,124,67,0.067910447761194,4.55
"824",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"d","30",0,47,129,82,0.0682926829268293,5.6
"825",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"d","31",1,26,75,49,0.142857142857143,7
"826",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"d","32",1,19,64,45,0.176666666666667,7.95
"827",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"d","33",1,47,170,123,0.0512195121951219,6.3
"828",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"d","34",1,37,116,79,0.0829113924050633,6.55
"829",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"d","35",1,33,88,55,0.110909090909091,6.1
"830",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"d","36",1,27,75,48,0.152083333333333,7.3
"831",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"d","37",0,50,168,118,0.0457627118644068,5.4
"832",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"d","38",1,32,70,38,0.172368421052632,6.55
"833",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"d","39",1,48,118,70,0.0914285714285714,6.4
"834",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"d","4",1,36,118,82,0.0762195121951219,6.25
"835",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"d","40",0,55,139,84,0.0636904761904762,5.35
"836",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"d","5",1,53,162,109,0.0555045871559633,6.05
"837",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"d","6",1,19,70,51,0.144117647058824,7.35
"838",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"d","7",1,40,113,73,0.0910958904109589,6.65
"839",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"d","8",1,16,63,47,0.156382978723404,7.35
"840",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"d","9",1,42,123,81,0.0796296296296296,6.45
"841",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"f","1",1,12,73,61,0.108196721311475,6.6
"842",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"f","10",1,15,74,59,0.114406779661017,6.75
"843",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"f","11",1,32,111,79,0.0791139240506329,6.25
"844",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"f","12",1,12,103,91,0.0730769230769231,6.65
"845",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"f","13",1,18,78,60,0.1175,7.05
"846",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"f","14",1,21,84,63,0.10952380952381,6.9
"847",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"f","15",1,19,80,61,0.122131147540984,7.45
"848",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"f","16",1,23,87,64,0.103125,6.6
"849",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"f","17",1,24,101,77,0.0831168831168831,6.4
"850",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"f","18",1,11,68,57,0.119298245614035,6.8
"851",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"f","19",1,17,78,61,0.119672131147541,7.3
"852",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"f","2",1,22,81,59,0.116101694915254,6.85
"853",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"f","20",1,13,82,69,0.109420289855072,7.55
"854",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"f","21",1,22,115,93,0.0682795698924731,6.35
"855",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"f","22",1,20,88,68,0.0970588235294118,6.6
"856",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"f","23",1,24,97,73,0.0876712328767123,6.4
"857",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"f","24",1,20,90,70,0.101428571428571,7.1
"858",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"f","25",1,26,126,100,0.0645,6.45
"859",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"f","26",1,25,125,100,0.065,6.5
"860",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"f","27",1,20,81,61,0.10983606557377,6.7
"861",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"f","28",1,17,79,62,0.120161290322581,7.45
"862",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"f","29",1,24,103,79,0.0791139240506329,6.25
"863",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"f","3",1,18,86,68,0.107352941176471,7.3
"864",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"f","30",1,23,81,58,0.10948275862069,6.35
"865",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"f","31",1,20,88,68,0.100735294117647,6.85
"866",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"f","32",1,22,86,64,0.10234375,6.55
"867",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"f","33",1,21,108,87,0.0747126436781609,6.5
"868",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"f","34",1,28,133,105,0.0623809523809524,6.55
"869",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"f","35",1,15,79,64,0.10859375,6.95
"870",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"f","36",1,21,103,82,0.0890243902439024,7.3
"871",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"f","37",1,29,108,79,0.0778481012658228,6.15
"872",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"f","38",1,18,86,68,0.102941176470588,7
"873",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"f","39",1,22,92,70,0.0964285714285714,6.75
"874",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"f","4",1,26,111,85,0.08,6.8
"875",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"f","40",1,30,90,60,0.1075,6.45
"876",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"f","5",1,8,70,62,0.110483870967742,6.85
"877",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"f","6",1,20,79,59,0.111016949152542,6.55
"878",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"f","7",1,17,104,87,0.0770114942528736,6.7
"879",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"f","8",1,18,95,77,0.0915584415584416,7.05
"880",11,"high","high","mild","none",40,34,270.55,227.9,498.45,"f","9",1,14,82,68,0.102205882352941,6.95
"881",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"d","1",1,44,156,112,0.0566964285714286,6.35
"882",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"d","10",0,50,148,98,0.0540816326530612,5.3
"883",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"d","11",1,33,89,56,0.122321428571429,6.85
"884",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"d","12",1,29,74,45,0.147777777777778,6.65
"885",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"d","13",1,49,145,96,0.0645833333333333,6.2
"886",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"d","14",1,28,79,51,0.141176470588235,7.2
"887",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"d","15",1,28,83,55,0.128181818181818,7.05
"888",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"d","16",1,34,87,53,0.126415094339623,6.7
"889",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"d","17",1,46,173,127,0.0515748031496063,6.55
"890",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"d","18",0,44,120,76,0.0717105263157895,5.45
"891",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"d","19",0,55,111,56,0.0607142857142857,3.4
"892",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"d","2",0,41,108,67,0.0843283582089552,5.65
"893",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"d","20",1,33,86,53,0.127358490566038,6.75
"894",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"d","21",0,68,162,94,0.0452127659574468,4.25
"895",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"d","22",1,33,89,56,0.116071428571429,6.5
"896",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"d","23",1,39,137,98,0.0698979591836735,6.85
"897",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"d","24",0,48,145,97,0.054639175257732,5.3
"898",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"d","25",1,29,94,65,0.113846153846154,7.4
"899",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"d","26",1,37,102,65,0.106153846153846,6.9
"900",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"d","27",1,30,84,54,0.130555555555556,7.05
"901",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"d","28",1,36,84,48,0.141666666666667,6.8
"902",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"d","29",1,36,102,66,0.106818181818182,7.05
"903",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"d","3",1,49,162,113,0.0548672566371681,6.2
"904",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"d","30",1,38,95,57,0.116666666666667,6.65
"905",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"d","31",1,42,99,57,0.107894736842105,6.15
"906",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"d","32",1,23,70,47,0.167021276595745,7.85
"907",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"d","33",0,46,106,60,0.0925,5.55
"908",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"d","34",1,33,86,53,0.133018867924528,7.05
"909",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"d","35",1,38,115,77,0.0850649350649351,6.55
"910",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"d","36",1,26,70,44,0.170454545454545,7.5
"911",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"d","37",0,51,113,62,0.0830645161290323,5.15
"912",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"d","38",1,28,73,45,0.163333333333333,7.35
"913",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"d","39",1,38,97,59,0.108474576271186,6.4
"914",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"d","4",1,44,115,71,0.0971830985915493,6.9
"915",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"d","40",1,31,81,50,0.139,6.95
"916",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"d","5",0,46,110,64,0.08515625,5.45
"917",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"d","6",1,43,123,80,0.076875,6.15
"918",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"d","7",1,47,124,77,0.0844155844155844,6.5
"919",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"d","8",1,42,108,66,0.096969696969697,6.4
"920",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"d","9",1,32,86,54,0.144444444444444,7.8
"921",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"f","1",1,21,98,77,0.0863636363636364,6.65
"922",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"f","10",1,23,98,75,0.0913333333333333,6.85
"923",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"f","11",1,23,80,57,0.115789473684211,6.6
"924",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"f","12",1,32,139,107,0.061214953271028,6.55
"925",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"f","13",1,24,103,79,0.0867088607594937,6.85
"926",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"f","14",1,20,80,60,0.110833333333333,6.65
"927",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"f","15",1,23,85,62,0.105645161290323,6.55
"928",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"f","16",1,13,80,67,0.0992537313432836,6.65
"929",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"f","17",1,20,78,58,0.116379310344828,6.75
"930",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"f","18",1,18,78,60,0.108333333333333,6.5
"931",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"f","19",1,23,95,72,0.0972222222222222,7
"932",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"f","2",1,25,93,68,0.1,6.8
"933",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"f","20",1,22,84,62,0.109677419354839,6.8
"934",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"f","21",1,24,81,57,0.115789473684211,6.6
"935",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"f","22",1,18,86,68,0.108823529411765,7.4
"936",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"f","23",1,29,100,71,0.0887323943661972,6.3
"937",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"f","24",1,21,93,72,0.0916666666666667,6.6
"938",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"f","25",1,22,89,67,0.111194029850746,7.45
"939",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"f","26",1,18,82,64,0.10546875,6.75
"940",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"f","27",1,24,89,65,0.0976923076923077,6.35
"941",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"f","28",1,25,102,77,0.0785714285714286,6.05
"942",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"f","29",1,20,82,62,0.125806451612903,7.8
"943",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"f","3",0,31,90,59,0.0788135593220339,4.65
"944",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"f","30",1,19,78,59,0.127966101694915,7.55
"945",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"f","31",1,23,89,66,0.102272727272727,6.75
"946",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"f","32",1,28,101,73,0.0863013698630137,6.3
"947",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"f","33",1,30,109,79,0.0829113924050633,6.55
"948",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"f","34",1,13,77,64,0.12109375,7.75
"949",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"f","35",0,34,98,64,0.0828125,5.3
"950",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"f","36",1,20,82,62,0.117741935483871,7.3
"951",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"f","37",1,28,126,98,0.0668367346938775,6.55
"952",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"f","38",1,25,94,69,0.0927536231884058,6.4
"953",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"f","39",1,22,80,58,0.11551724137931,6.7
"954",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"f","4",1,18,83,65,0.101538461538462,6.6
"955",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"f","40",1,27,95,68,0.0992647058823529,6.75
"956",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"f","5",1,21,90,69,0.100724637681159,6.95
"957",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"f","6",1,21,92,71,0.0957746478873239,6.8
"958",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"f","7",1,30,111,81,0.0746913580246914,6.05
"959",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"f","8",1,19,69,50,0.16,8
"960",12,"high","high","mild","none",38,31,258.1,211.25,469.35,"f","9",1,18,82,64,0.103125,6.6
"961",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"d","1",1,49,125,76,0.0848684210526316,6.45
"962",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"d","10",1,28,72,44,0.168181818181818,7.4
"963",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"d","11",1,37,78,41,0.179268292682927,7.35
"964",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"d","12",1,23,69,46,0.168478260869565,7.75
"965",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"d","13",1,35,81,46,0.16195652173913,7.45
"966",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"d","14",1,28,71,43,0.177906976744186,7.65
"967",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"d","15",1,27,70,43,0.184883720930233,7.95
"968",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"d","16",1,46,102,56,0.123214285714286,6.9
"969",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"d","17",1,44,94,50,0.131,6.55
"970",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"d","18",1,67,199,132,0.05,6.6
"971",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"d","19",1,38,87,49,0.141836734693878,6.95
"972",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"d","2",1,47,110,63,0.115079365079365,7.25
"973",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"d","20",1,37,88,51,0.13921568627451,7.1
"974",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"d","21",1,32,76,44,0.180681818181818,7.95
"975",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"d","22",1,32,80,48,0.16875,8.1
"976",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"d","23",1,36,80,44,0.157954545454545,6.95
"977",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"d","24",1,41,100,59,0.11271186440678,6.65
"978",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"d","25",1,27,69,42,0.189285714285714,7.95
"979",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"d","26",1,33,77,44,0.1625,7.15
"980",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"d","27",1,32,83,51,0.145098039215686,7.4
"981",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"d","28",1,20,66,46,0.18695652173913,8.6
"982",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"d","29",1,37,87,50,0.146,7.3
"983",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"d","3",1,37,87,50,0.147,7.35
"984",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"d","30",1,34,81,47,0.154255319148936,7.25
"985",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"d","31",1,27,70,43,0.18953488372093,8.15
"986",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"d","32",1,34,81,47,0.151063829787234,7.1
"987",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"d","33",1,43,104,61,0.122950819672131,7.5
"988",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"d","34",1,30,76,46,0.177173913043478,8.15
"989",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"d","35",1,39,98,59,0.127966101694915,7.55
"990",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"d","36",1,42,94,52,0.131730769230769,6.85
"991",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"d","37",1,44,108,64,0.10703125,6.85
"992",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"d","38",1,52,136,84,0.0767857142857143,6.45
"993",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"d","39",1,38,91,53,0.134905660377358,7.15
"994",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"d","4",1,47,104,57,0.115789473684211,6.6
"995",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"d","40",1,46,121,75,0.0966666666666667,7.25
"996",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"d","5",1,36,81,45,0.158888888888889,7.15
"997",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"d","6",1,22,69,47,0.177659574468085,8.35
"998",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"d","7",1,38,88,50,0.147,7.35
"999",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"d","8",1,51,115,64,0.10234375,6.55
"1000",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"d","9",1,32,74,42,0.1630952,6.85
"1001",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"f","1",1,21,122,101,0.06534653,6.6
"1002",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"f","10",1,30,163,133,0.04736842,6.3
"1003",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"f","11",1,20,144,124,0.05080645,6.3
"1004",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"f","12",1,26,176,150,0.04433333,6.65
"1005",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"f","13",0,23,121,98,0.06020408,5.9
"1006",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"f","14",1,19,129,110,0.05909091,6.5
"1007",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"f","15",0,19,132,113,0.05309735,6
"1008",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"f","16",1,16,106,90,0.08,7.2
"1009",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"f","17",0,26,132,106,0.05,5.3
"1010",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"f","18",0,18,123,105,0.0552381,5.8
"1011",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"f","19",0,25,114,89,0.05168539,4.6
"1012",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"f","2",1,28,172,144,0.04444444,6.4
"1013",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"f","20",1,24,125,101,0.06782178,6.85
"1014",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"f","21",0,20,134,114,0.0495614,5.65
"1015",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"f","22",1,23,160,137,0.04817518,6.6
"1016",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"f","23",1,18,131,113,0.05442478,6.15
"1017",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"f","24",1,19,164,145,0.0437931,6.35
"1018",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"f","25",1,21,144,123,0.05121951,6.3
"1019",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"f","26",1,19,151,132,0.04583333,6.05
"1020",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"f","27",1,22,160,138,0.04710145,6.5
"1021",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"f","28",1,17,141,124,0.04879032,6.05
"1022",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"f","29",0,32,102,70,0.06357143,4.45
"1023",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"f","3",0,34,100,66,0.0530303,3.5
"1024",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"f","30",0,29,126,97,0.0371134,3.6
"1025",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"f","31",1,20,113,93,0.07580645,7.05
"1026",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"f","32",0,25,149,124,0.03830645,4.75
"1027",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"f","33",1,26,157,131,0.04961832,6.5
"1028",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"f","34",1,24,178,154,0.04253247,6.55
"1029",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"f","35",1,11,110,99,0.06868687,6.8
"1030",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"f","36",0,21,133,112,0.05178571,5.8
"1031",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"f","37",1,21,141,120,0.05458333,6.55
"1032",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"f","38",0,19,163,144,0.04027778,5.8
"1033",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"f","39",0,26,97,71,0.04788732,3.4
"1034",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"f","4",0,24,135,111,0.0472973,5.25
"1035",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"f","40",1,19,124,105,0.06666667,7
"1036",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"f","5",1,16,124,108,0.06111111,6.6
"1037",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"f","6",0,29,108,79,0.05063291,4
"1038",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"f","7",1,29,185,156,0.04326923,6.75
"1039",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"f","8",0,24,107,83,0.04578313,3.8
"1040",13,"high","high","strong","none",24,40,157.05,291.85,448.9,"f","9",1,19,117,98,0.06581633,6.45
"1041",14,"high","high","strong","none",23,40,151,299.75,450.75,"d","1",1,31,79,48,0.16875,8.1
"1042",14,"high","high","strong","none",23,40,151,299.75,450.75,"d","10",1,31,81,50,0.161,8.05
"1043",14,"high","high","strong","none",23,40,151,299.75,450.75,"d","11",1,35,81,46,0.1554348,7.15
"1044",14,"high","high","strong","none",23,40,151,299.75,450.75,"d","12",1,23,69,46,0.1804348,8.3
"1045",14,"high","high","strong","none",23,40,151,299.75,450.75,"d","13",1,43,93,50,0.144,7.2
"1046",14,"high","high","strong","none",23,40,151,299.75,450.75,"d","14",1,55,131,76,0.09013158,6.85
"1047",14,"high","high","strong","none",23,40,151,299.75,450.75,"d","15",1,35,86,51,0.1509804,7.7
