"","run_num","sp","var","mean","se","n_fish","n_dfly","mean_fish","mean_dfly","sync_fish","sync_dfly","asym_fish","asym_dfly","surv_tot","biom_tot"
"332",34,"d","emer",108.02,1.8,50,50,"late","early","med","high",0.5,0.5,58,394
"333",34,"d","grow",0.11,0,50,50,"late","early","med","high",0.5,0.5,58,394
"334",34,"d","mass",6.79,0.08,50,50,"late","early","med","high",0.5,0.5,58,394
"335",34,"d","surv",44,NA,50,50,"late","early","med","high",0.5,0.5,58,394
"336",34,"f","biom",95.3,NA,50,50,"late","early","med","high",0.5,0.5,58,394
"337",34,"f","emer",108.14,4.66,50,50,"late","early","med","high",0.5,0.5,58,394
"338",34,"f","grow",0.11,0.01,50,50,"late","early","med","high",0.5,0.5,58,394
"339",34,"f","mass",6.81,0.12,50,50,"late","early","med","high",0.5,0.5,58,394
"340",34,"f","surv",14,NA,50,50,"late","early","med","high",0.5,0.5,58,394
"341",35,"d","biom",319.6,NA,50,50,"late","early","med","high",0.5,0.5,61,410.85
"342",35,"d","emer",111.79,2.64,50,50,"late","early","med","high",0.5,0.5,61,410.85
"343",35,"d","grow",0.11,0,50,50,"late","early","med","high",0.5,0.5,61,410.85
"344",35,"d","mass",6.8,0.08,50,50,"late","early","med","high",0.5,0.5,61,410.85
"345",35,"d","surv",47,NA,50,50,"late","early","med","high",0.5,0.5,61,410.85
"346",35,"f","biom",91.25,NA,50,50,"late","early","med","high",0.5,0.5,61,410.85
"347",35,"f","emer",119.14,4.24,50,50,"late","early","med","high",0.5,0.5,61,410.85
"348",35,"f","grow",0.1,0.01,50,50,"late","early","med","high",0.5,0.5,61,410.85
"349",35,"f","mass",6.52,0.13,50,50,"late","early","med","high",0.5,0.5,61,410.85
"350",35,"f","surv",14,NA,50,50,"late","early","med","high",0.5,0.5,61,410.85
"351",36,"d","biom",269.55,NA,50,50,"late","early","med","high",0.5,0.5,56,379.45
"352",36,"d","emer",111.42,2.5,50,50,"late","early","med","high",0.5,0.5,56,379.45
"353",36,"d","grow",0.11,0,50,50,"late","early","med","high",0.5,0.5,56,379.45
"354",36,"d","mass",6.74,0.07,50,50,"late","early","med","high",0.5,0.5,56,379.45
"355",36,"d","surv",40,NA,50,50,"late","early","med","high",0.5,0.5,56,379.45
"356",36,"f","biom",109.9,NA,50,50,"late","early","med","high",0.5,0.5,56,379.45
"357",36,"f","emer",114.19,5.92,50,50,"late","early","med","high",0.5,0.5,56,379.45
"358",36,"f","grow",0.11,0.01,50,50,"late","early","med","high",0.5,0.5,56,379.45
"359",36,"f","mass",6.87,0.22,50,50,"late","early","med","high",0.5,0.5,56,379.45
"360",36,"f","surv",16,NA,50,50,"late","early","med","high",0.5,0.5,56,379.45
"361",37,"d","biom",37.3,NA,50,50,"early","early","low","high",0.5,0.5,44,306.85
"362",37,"d","emer",151,8.15,50,50,"early","early","low","high",0.5,0.5,44,306.85
"363",37,"d","grow",0.06,0,50,50,"early","early","low","high",0.5,0.5,44,306.85
"364",37,"d","mass",6.22,0.06,50,50,"early","early","low","high",0.5,0.5,44,306.85
"365",37,"d","surv",6,NA,50,50,"early","early","low","high",0.5,0.5,44,306.85
"366",37,"f","biom",269.55,NA,50,50,"early","early","low","high",0.5,0.5,44,306.85
"367",37,"f","emer",89.5,2.7,50,50,"early","early","low","high",0.5,0.5,44,306.85
"368",37,"f","grow",0.11,0,50,50,"early","early","low","high",0.5,0.5,44,306.85
"369",37,"f","mass",7.09,0.12,50,50,"early","early","low","high",0.5,0.5,44,306.85
"370",37,"f","surv",38,NA,50,50,"early","early","low","high",0.5,0.5,44,306.85
"371",38,"d","biom",56.35,NA,50,50,"early","early","low","high",0.5,0.5,43,302.15
"372",38,"d","emer",143.67,6.8,50,50,"early","early","low","high",0.5,0.5,43,302.15
"373",38,"d","grow",0.06,0,50,50,"early","early","low","high",0.5,0.5,43,302.15
"374",38,"d","mass",6.26,0.05,50,50,"early","early","low","high",0.5,0.5,43,302.15
"375",38,"d","surv",9,NA,50,50,"early","early","low","high",0.5,0.5,43,302.15
"376",38,"f","biom",245.8,NA,50,50,"early","early","low","high",0.5,0.5,43,302.15
"377",38,"f","emer",89.56,3.08,50,50,"early","early","low","high",0.5,0.5,43,302.15
"378",38,"f","grow",0.11,0,50,50,"early","early","low","high",0.5,0.5,43,302.15
"379",38,"f","mass",7.23,0.12,50,50,"early","early","low","high",0.5,0.5,43,302.15
"380",38,"f","surv",34,NA,50,50,"early","early","low","high",0.5,0.5,43,302.15
"381",39,"d","biom",31.15,NA,50,50,"early","early","low","high",0.5,0.5,41,296.05
"382",39,"d","emer",136.2,12.28,50,50,"early","early","low","high",0.5,0.5,41,296.05
"383",39,"d","grow",0.07,0.01,50,50,"early","early","low","high",0.5,0.5,41,296.05
"384",39,"d","mass",6.23,0.08,50,50,"early","early","low","high",0.5,0.5,41,296.05
"385",39,"d","surv",5,NA,50,50,"early","early","low","high",0.5,0.5,41,296.05
"386",39,"f","biom",264.9,NA,50,50,"early","early","low","high",0.5,0.5,41,296.05
"387",39,"f","emer",86.47,2.18,50,50,"early","early","low","high",0.5,0.5,41,296.05
"388",39,"f","grow",0.11,0,50,50,"early","early","low","high",0.5,0.5,41,296.05
"389",39,"f","mass",7.36,0.13,50,50,"early","early","low","high",0.5,0.5,41,296.05
"390",39,"f","surv",36,NA,50,50,"early","early","low","high",0.5,0.5,41,296.05
"391",40,"d","biom",49.9,NA,50,50,"early","early","low","high",0.5,0.5,43,299.45
"392",40,"d","emer",130,6.75,50,50,"early","early","low","high",0.5,0.5,43,299.45
"393",40,"d","grow",0.07,0,50,50,"early","early","low","high",0.5,0.5,43,299.45
"394",40,"d","mass",6.24,0.05,50,50,"early","early","low","high",0.5,0.5,43,299.45
"395",40,"d","surv",8,NA,50,50,"early","early","low","high",0.5,0.5,43,299.45
"396",40,"f","biom",249.55,NA,50,50,"early","early","low","high",0.5,0.5,43,299.45
"397",40,"f","emer",91.66,3.08,50,50,"early","early","low","high",0.5,0.5,43,299.45
"398",40,"f","grow",0.1,0,50,50,"early","early","low","high",0.5,0.5,43,299.45
"399",40,"f","mass",7.13,0.12,50,50,"early","early","low","high",0.5,0.5,43,299.45
"400",40,"f","surv",35,NA,50,50,"early","early","low","high",0.5,0.5,43,299.45
"401",41,"d","biom",38.1,NA,50,50,"early","early","low","high",0.5,0.5,44,307.9
"402",41,"d","emer",138.33,6.65,50,50,"early","early","low","high",0.5,0.5,44,307.9
"403",41,"d","grow",0.07,0,50,50,"early","early","low","high",0.5,0.5,44,307.9
"404",41,"d","mass",6.35,0.07,50,50,"early","early","low","high",0.5,0.5,44,307.9
"405",41,"d","surv",6,NA,50,50,"early","early","low","high",0.5,0.5,44,307.9
"406",41,"f","biom",269.8,NA,50,50,"early","early","low","high",0.5,0.5,44,307.9
"407",41,"f","emer",89.95,2.53,50,50,"early","early","low","high",0.5,0.5,44,307.9
"408",41,"f","grow",0.1,0,50,50,"early","early","low","high",0.5,0.5,44,307.9
"409",41,"f","mass",7.1,0.12,50,50,"early","early","low","high",0.5,0.5,44,307.9
"410",41,"f","surv",38,NA,50,50,"early","early","low","high",0.5,0.5,44,307.9
"411",42,"d","biom",56.85,NA,50,50,"early","early","low","high",0.5,0.5,41,287.3
"412",42,"d","emer",120.22,6.17,50,50,"early","early","low","high",0.5,0.5,41,287.3
"413",42,"d","grow",0.08,0.01,50,50,"early","early","low","high",0.5,0.5,41,287.3
"414",42,"d","mass",6.32,0.04,50,50,"early","early","low","high",0.5,0.5,41,287.3
"415",42,"d","surv",9,NA,50,50,"early","early","low","high",0.5,0.5,41,287.3
"416",42,"f","biom",230.45,NA,50,50,"early","early","low","high",0.5,0.5,41,287.3
"417",42,"f","emer",87.88,2.55,50,50,"early","early","low","high",0.5,0.5,41,287.3
"418",42,"f","grow",0.11,0,50,50,"early","early","low","high",0.5,0.5,41,287.3
"419",42,"f","mass",7.2,0.13,50,50,"early","early","low","high",0.5,0.5,41,287.3
"420",42,"f","surv",32,NA,50,50,"early","early","low","high",0.5,0.5,41,287.3
"421",43,"d","biom",203.85,NA,50,50,"same","early","low","high",0.5,0.5,53,370.35
"422",43,"d","emer",117.16,3.31,50,50,"same","early","low","high",0.5,0.5,53,370.35
"423",43,"d","grow",0.09,0,50,50,"same","early","low","high",0.5,0.5,53,370.35
"424",43,"d","mass",6.58,0.08,50,50,"same","early","low","high",0.5,0.5,53,370.35
"425",43,"d","surv",31,NA,50,50,"same","early","low","high",0.5,0.5,53,370.35
"426",43,"f","biom",166.5,NA,50,50,"same","early","low","high",0.5,0.5,53,370.35
"427",43,"f","emer",100.64,7.24,50,50,"same","early","low","high",0.5,0.5,53,370.35
"428",43,"f","grow",0.12,0.01,50,50,"same","early","low","high",0.5,0.5,53,370.35
"429",43,"f","mass",7.57,0.28,50,50,"same","early","low","high",0.5,0.5,53,370.35
"430",43,"f","surv",22,NA,50,50,"same","early","low","high",0.5,0.5,53,370.35
"431",44,"d","biom",150.65,NA,50,50,"same","early","low","high",0.5,0.5,49,343
"432",44,"d","emer",117.26,4.52,50,50,"same","early","low","high",0.5,0.5,49,343
"433",44,"d","grow",0.09,0.01,50,50,"same","early","low","high",0.5,0.5,49,343
"434",44,"d","mass",6.55,0.12,50,50,"same","early","low","high",0.5,0.5,49,343
"435",44,"d","surv",23,NA,50,50,"same","early","low","high",0.5,0.5,49,343
"436",44,"f","biom",192.35,NA,50,50,"same","early","low","high",0.5,0.5,49,343
"437",44,"f","emer",98.88,4.32,50,50,"same","early","low","high",0.5,0.5,49,343
"438",44,"f","grow",0.12,0.01,50,50,"same","early","low","high",0.5,0.5,49,343
"439",44,"f","mass",7.4,0.2,50,50,"same","early","low","high",0.5,0.5,49,343
"440",44,"f","surv",26,NA,50,50,"same","early","low","high",0.5,0.5,49,343
"441",45,"d","biom",153,NA,50,50,"same","early","low","high",0.5,0.5,50,350.25
"442",45,"d","emer",123.08,4.76,50,50,"same","early","low","high",0.5,0.5,50,350.25
"443",45,"d","grow",0.09,0,50,50,"same","early","low","high",0.5,0.5,50,350.25
"444",45,"d","mass",6.38,0.06,50,50,"same","early","low","high",0.5,0.5,50,350.25
"445",45,"d","surv",24,NA,50,50,"same","early","low","high",0.5,0.5,50,350.25
"446",45,"f","biom",197.25,NA,50,50,"same","early","low","high",0.5,0.5,50,350.25
"447",45,"f","emer",95.65,5.22,50,50,"same","early","low","high",0.5,0.5,50,350.25
"448",45,"f","grow",0.12,0.01,50,50,"same","early","low","high",0.5,0.5,50,350.25
"449",45,"f","mass",7.59,0.22,50,50,"same","early","low","high",0.5,0.5,50,350.25
"450",45,"f","surv",26,NA,50,50,"same","early","low","high",0.5,0.5,50,350.25
"451",46,"d","biom",207.25,NA,50,50,"same","early","low","high",0.5,0.5,57,387.55
"452",46,"d","emer",117.72,3.01,50,50,"same","early","low","high",0.5,0.5,57,387.55
"453",46,"d","grow",0.09,0,50,50,"same","early","low","high",0.5,0.5,57,387.55
"454",46,"d","mass",6.48,0.05,50,50,"same","early","low","high",0.5,0.5,57,387.55
"455",46,"d","surv",32,NA,50,50,"same","early","low","high",0.5,0.5,57,387.55
"456",46,"f","biom",180.3,NA,50,50,"same","early","low","high",0.5,0.5,57,387.55
"457",46,"f","emer",98.36,5.44,50,50,"same","early","low","high",0.5,0.5,57,387.55
"458",46,"f","grow",0.11,0.01,50,50,"same","early","low","high",0.5,0.5,57,387.55
"459",46,"f","mass",7.21,0.19,50,50,"same","early","low","high",0.5,0.5,57,387.55
"460",46,"f","surv",25,NA,50,50,"same","early","low","high",0.5,0.5,57,387.55
"461",47,"d","biom",160.3,NA,50,50,"same","early","low","high",0.5,0.5,48,338.1
"462",47,"d","emer",124.56,5.66,50,50,"same","early","low","high",0.5,0.5,48,338.1
"463",47,"d","grow",0.09,0,50,50,"same","early","low","high",0.5,0.5,48,338.1
"464",47,"d","mass",6.41,0.06,50,50,"same","early","low","high",0.5,0.5,48,338.1
"465",47,"d","surv",25,NA,50,50,"same","early","low","high",0.5,0.5,48,338.1
"466",47,"f","biom",177.8,NA,50,50,"same","early","low","high",0.5,0.5,48,338.1
"467",47,"f","emer",89.7,4,50,50,"same","early","low","high",0.5,0.5,48,338.1
"468",47,"f","grow",0.13,0.01,50,50,"same","early","low","high",0.5,0.5,48,338.1
"469",47,"f","mass",7.73,0.17,50,50,"same","early","low","high",0.5,0.5,48,338.1
"470",47,"f","surv",23,NA,50,50,"same","early","low","high",0.5,0.5,48,338.1
"471",48,"d","biom",124.7,NA,50,50,"same","early","low","high",0.5,0.5,47,324.85
"472",48,"d","emer",125.85,4.05,50,50,"same","early","low","high",0.5,0.5,47,324.85
"473",48,"d","grow",0.08,0,50,50,"same","early","low","high",0.5,0.5,47,324.85
"474",48,"d","mass",6.24,0.04,50,50,"same","early","low","high",0.5,0.5,47,324.85
"475",48,"d","surv",20,NA,50,50,"same","early","low","high",0.5,0.5,47,324.85
"476",48,"f","biom",200.15,NA,50,50,"same","early","low","high",0.5,0.5,47,324.85
"477",48,"f","emer",90.37,3.52,50,50,"same","early","low","high",0.5,0.5,47,324.85
"478",48,"f","grow",0.12,0.01,50,50,"same","early","low","high",0.5,0.5,47,324.85
"479",48,"f","mass",7.41,0.16,50,50,"same","early","low","high",0.5,0.5,47,324.85
"480",48,"f","surv",27,NA,50,50,"same","early","low","high",0.5,0.5,47,324.85
"481",49,"d","biom",290.25,NA,50,50,"late","early","low","high",0.5,0.5,58,403.55
"482",49,"d","emer",116.34,2.79,50,50,"late","early","low","high",0.5,0.5,58,403.55
"483",49,"d","grow",0.1,0,50,50,"late","early","low","high",0.5,0.5,58,403.55
"484",49,"d","mass",6.6,0.06,50,50,"late","early","low","high",0.5,0.5,58,403.55
"485",49,"d","surv",44,NA,50,50,"late","early","low","high",0.5,0.5,58,403.55
"486",49,"f","biom",113.3,NA,50,50,"late","early","low","high",0.5,0.5,58,403.55
"487",49,"f","emer",93.79,5.46,50,50,"late","early","low","high",0.5,0.5,58,403.55
"488",49,"f","grow",0.14,0.01,50,50,"late","early","low","high",0.5,0.5,58,403.55
"489",49,"f","mass",8.09,0.44,50,50,"late","early","low","high",0.5,0.5,58,403.55
"490",49,"f","surv",14,NA,50,50,"late","early","low","high",0.5,0.5,58,403.55
"491",50,"d","biom",317.2,NA,50,50,"late","early","low","high",0.5,0.5,63,427.1
"492",50,"d","emer",116.21,2.5,50,50,"late","early","low","high",0.5,0.5,63,427.1
"493",50,"d","grow",0.1,0,50,50,"late","early","low","high",0.5,0.5,63,427.1
"494",50,"d","mass",6.61,0.07,50,50,"late","early","low","high",0.5,0.5,63,427.1
"495",50,"d","surv",48,NA,50,50,"late","early","low","high",0.5,0.5,63,427.1
"496",50,"f","biom",109.9,NA,50,50,"late","early","low","high",0.5,0.5,63,427.1
"497",50,"f","emer",102.2,5.01,50,50,"late","early","low","high",0.5,0.5,63,427.1
"498",50,"f","grow",0.13,0.01,50,50,"late","early","low","high",0.5,0.5,63,427.1
"499",50,"f","mass",7.33,0.23,50,50,"late","early","low","high",0.5,0.5,63,427.1
"500",50,"f","surv",15,NA,50,50,"late","early","low","high",0.5,0.5,63,427.1
"501",51,"d","biom",316.95,NA,50,50,"late","early","low","high",0.5,0.5,59,411.9
"502",51,"d","emer",110.51,2.29,50,50,"late","early","low","high",0.5,0.5,59,411.9
"503",51,"d","grow",0.11,0,50,50,"late","early","low","high",0.5,0.5,59,411.9
"504",51,"d","mass",6.74,0.07,50,50,"late","early","low","high",0.5,0.5,59,411.9
"505",51,"d","surv",47,NA,50,50,"late","early","low","high",0.5,0.5,59,411.9
"506",51,"f","biom",94.95,NA,50,50,"late","early","low","high",0.5,0.5,59,411.9
"507",51,"f","emer",97.17,5.77,50,50,"late","early","low","high",0.5,0.5,59,411.9
"508",51,"f","grow",0.13,0.01,50,50,"late","early","low","high",0.5,0.5,59,411.9
"509",51,"f","mass",7.91,0.42,50,50,"late","early","low","high",0.5,0.5,59,411.9
"510",51,"f","surv",12,NA,50,50,"late","early","low","high",0.5,0.5,59,411.9
"511",52,"d","biom",306.8,NA,50,50,"late","early","low","high",0.5,0.5,61,431.95
"512",52,"d","emer",111.62,2.3,50,50,"late","early","low","high",0.5,0.5,61,431.95
"513",52,"d","grow",0.11,0,50,50,"late","early","low","high",0.5,0.5,61,431.95
"514",52,"d","mass",6.82,0.08,50,50,"late","early","low","high",0.5,0.5,61,431.95
"515",52,"d","surv",45,NA,50,50,"late","early","low","high",0.5,0.5,61,431.95
"516",52,"f","biom",125.15,NA,50,50,"late","early","low","high",0.5,0.5,61,431.95
"517",52,"f","emer",104.75,8.01,50,50,"late","early","low","high",0.5,0.5,61,431.95
"518",52,"f","grow",0.12,0.01,50,50,"late","early","low","high",0.5,0.5,61,431.95
"519",52,"f","mass",7.82,0.38,50,50,"late","early","low","high",0.5,0.5,61,431.95
"520",52,"f","surv",16,NA,50,50,"late","early","low","high",0.5,0.5,61,431.95
"521",53,"d","biom",288.9,NA,50,50,"late","early","low","high",0.5,0.5,62,425.4
"522",53,"d","emer",111.02,2.34,50,50,"late","early","low","high",0.5,0.5,62,425.4
"523",53,"d","grow",0.11,0,50,50,"late","early","low","high",0.5,0.5,62,425.4
"524",53,"d","mass",6.72,0.07,50,50,"late","early","low","high",0.5,0.5,62,425.4
"525",53,"d","surv",43,NA,50,50,"late","early","low","high",0.5,0.5,62,425.4
"526",53,"f","biom",136.5,NA,50,50,"late","early","low","high",0.5,0.5,62,425.4
"527",53,"f","emer",114.26,7.7,50,50,"late","early","low","high",0.5,0.5,62,425.4
"528",53,"f","grow",0.11,0.01,50,50,"late","early","low","high",0.5,0.5,62,425.4
"529",53,"f","mass",7.18,0.24,50,50,"late","early","low","high",0.5,0.5,62,425.4
"530",53,"f","surv",19,NA,50,50,"late","early","low","high",0.5,0.5,62,425.4
"531",54,"d","biom",277.45,NA,50,50,"late","early","low","high",0.5,0.5,57,401.85
"532",54,"d","emer",114.68,3.21,50,50,"late","early","low","high",0.5,0.5,57,401.85
"533",54,"d","grow",0.11,0,50,50,"late","early","low","high",0.5,0.5,57,401.85
"534",54,"d","mass",6.77,0.08,50,50,"late","early","low","high",0.5,0.5,57,401.85
"535",54,"d","surv",41,NA,50,50,"late","early","low","high",0.5,0.5,57,401.85
"536",54,"f","biom",124.4,NA,50,50,"late","early","low","high",0.5,0.5,57,401.85
"537",54,"f","emer",103.56,5.73,50,50,"late","early","low","high",0.5,0.5,57,401.85
"538",54,"f","grow",0.13,0.01,50,50,"late","early","low","high",0.5,0.5,57,401.85
"539",54,"f","mass",7.78,0.4,50,50,"late","early","low","high",0.5,0.5,57,401.85
"540",54,"f","surv",16,NA,50,50,"late","early","low","high",0.5,0.5,57,401.85
